fullname	id	prev_id	alt_names		comment
Heres, T.L.	0000000066437417	000000000HeresTL	Heres, T.L.;Heres, Thea;Heres, Thea L.;Heres, Theodora Leonore 	VIAF ID: 60800151 (Beekelaar), ISNI: 000000003172714X (Beekelaar)	
Herwijnen, G. van	000000008375895X	000000008375895X	Herwijnen, G. van;Herwijnen, Gerrit;Herwijnen, Gerrit van;Van Herwijnen, G.;Van Herwijnen, Gerrit;		
Heusden, P. van	0000000419539209	0000000419539209	Heusden, P. van;	VIAF ID: 27349632 (Jelle Gaemers), ISNI: 0000000033022987 (Jelle Gaemers)	
Hoebeke, M.	0000000061326304	00000000HoebekeM	Hoebeke, M.;Hoebeke, Marcel;Hoebeke, Marcel (filoloog);Hoebeke, Marcel Joseph	VIAF ID: 35695266 (H.P. van den Aardweg), ISNI: 0000000021036783 (H.P. van den Aardweg)	
Hoekstra, F.G.	0000000392635769	0000000392635769	Hoekstra, F.G.;Hoekstra, Fokke Geert;	VIAF ID: 32071272 (Bob de Graaff), ISNI: 0000000066467376 (Bob de Graaff); VIAF ID: 264200497 (Joost Jonker), ISNI: 0000000110495797 (Joost Jonker)	
Hogenbirk, M.	000000HogenbirkM	000000HogenbirkM	Hogenbirk, M.;Hogenbirk, Marjolein	VIAF ID: 65482566 (A.J. Veenendaal), ISNI: 0000000078307716 (A.J. Veenendaal); VIAF ID: 2598099 (Johanna Roelevink), ISNI: 0000000061302599 (Johanna Roelevink)	
Hogendorp, G.K. van	0000000113853748	0000000113853748	Gijsbert Karel van Hogendorp (Dutch politician);Gijsbert Karel van Hogendorp (Nederlands politicus);Gijsbert Karel van Hogendorp (niederlÃ¤ndischer Staatsmann);Guisbert Charles van Hogendorp (personnalitÃ© politique hollandaise);Hogendorp, Charles de;Hogendorp, G. K. van;Hogendorp, Gijsbert K. van;Hogendorp, Gijsbert Karel;Hogendorp, Gijsbert Karel (Graaf van);Hogendorp, Gijsbert Karel (Graff van);Hogendorp, Gijsbert Karel Grave van;Hogendorp, Gijsbert Karel van;Hogendorp, Gysbert K. van;Hogendorp, Gysbert Karel van;Hogendorp, Gysbertus Carolus van;Hogendorp, ... Van;Van Hogendorp, G. K.;Van Hogendorp, Gijsbert Karel;Van Hogendorp, Gijsbert Karel (Graaf);Van Hogendorp, Guisbert Charles;Van Hogendorp, Gysbert Karel;ÐÐ¾Ð³ÐµÐ½Ð´Ð¾ÑÐ¿, ÐÐ¸Ð¹ÑÐ±ÐµÑÑ ÐÐ°ÑÐ» Ð²Ð°Ð½;	VIAF ID: 94642204 (D.E.H. de Boer), ISNI: 0000000110781099 (D.E.H. de Boer); VIAF ID: 68950224 (J.W. Marsilje), ISNI: 0000000083912136 (J.W. Marsilje); VIAF ID: 216892101 (J.G. Smit), ISNI: 0000000066308199 (J.G. Smit)	
Hogenkamp, C.	0000000031608829	0000000031608829	Hogenkamp, C.	VIAF ID: 89614256 (Posthumus Meyjes), ISNI: 0000000116835748 (Posthumus Meyjes); VIAF ID: 97692834 (Bots), ISNI: 0000000110315485 (Bots)	
Hollander, J.J. de	0000000083443472	0000000083443472	De Hollander, J. J.;De Hollander, Jan Jacob;De Hollander, Johannes Jacobus;Hollander, J. J. de;Hollander, Jan Jacob;Hollander, Jan Jacob de;Hollander, Jan Jakob;Hollander, Jan Jakob de;Hollander, Joannes J. de;Hollander, Joannes Jacobus;Hollander, Joannes Jacobus de;Hollander, Johannes Jacobus de;Joannes Jacob de Hollander;	VIAF ID: 62373524 (F.W. Stapel), ISNI: 0000000081422870 (F.W. Stapel)	
Hoof, A. van	00000000HoofAvan	00000000HoofAvan	Hoof, A. van	VIAF ID: 14944172 (Johan de Witt), ISNI: 0000000110216110 (Johan de Witt)	
Hoogewerff, G.J.	0000000061526461	0000000061526461	G. J. Hoogewerff;Godfridus Johannes Hoogewerff;Godfridus Johannes Hoogewerff (art historian);Godfridus Johannes Hoogewerff (kunshistorikus);Hoogewerff, G.I.;Hoogewerff, G. J.;Hoogewerff, G. J. (Dutch art historian, 1884-1963);Hoogewerff, G. J. Godefridus Joannes);Hoogewerff, Godefridus Ioannes;Hoogewerff, Godefridus J.;Hoogewerff, Godefridus Joannes;Hoogewerff, Godefridus Johannes;	VIAF ID: 88234052 (Marc Dierikx), ISNI: 0000000114623573 (Marc Dierikx)	
Hooykaas, G.J.	0000000081540666	0000000081540666	Hooykaas, G. J.;Hooykaas, Gerard;Hooykaas, Gerard J.;	VIAF ID: 79466830 (B.A. Vermaseren), ISNI: 0000000061446744 (B.A. Vermaseren); VIAF ID: 6564460 (Th.S.H. Bos), ISNI: 0000000042587787 (Th.S.H. Bos); VIAF ID: 216892101 (J.G. Smit), ISNI: 0000000066308199 (J.G. Smit)	
Hoppenbrouwers, P.C.M.	0000000114929417	0000000114929417	Hoppenbrouwers, P. C. M.;Hoppenbrouwers, P.C.M. (mediÃ«vist);Hoppenbrouwers, Peter;Hoppenbrouwers, Peter (mediÃ«vist);		
Houtman, C.	0000000083476709	00000000HoutmanC	Houtman, C.;Houtman, Cees;Houtman, Cornelis	VIAF ID: 49238296 (P.J. Drooglever), ISNI: 0000000080772238 (P.J. Drooglever), VIAF ID: 4946722 (M.J.B. Schouten), ISNI: 0000000083389357 (M.J.B. Schouten)	
Houtte, J.A. van	0000000110330458	0000000110330458	Houtte, J. A. van;Houtte, Jan A. van;Houtte, Jan Albert van;Houtte, Jan Arthur van;Houtte, Jan van;Jan Van Houtte;Jan Van Houtte (hoogleraar uit BelgiÃ« (1913-2002));Van Houtte, J.-A.;Van Houtte, Jan;Van Houtte, Jan A.;Van Houtte, Jan Albert;Van Houtte, Jan Arthur;	VIAF ID: 49238296 (P.J. Drooglever), ISNI: 0000000080772238 (P.J. Drooglever), VIAF ID: 4946722 (M.J.B. Schouten), ISNI: 0000000083389357 (M.J.B. Schouten)	
Hudig, F.W.	0000000357608853	0000000357608853	Ferrand Whaley Hudig;Ferrand Whaley Hudig (Nederlands kunsthistoricus en hoogleraar);Ferrand Whaley Hudig (professor of art history and decorative arts museum curator);Hudig, F. W.;Hudig, Ferrand W.;Hudig, Ferrand Whaley;Whaley Hudig, Ferrand;		
Hudig-Frey, M.	0000000108451138	0000000108451138	Frey, Margareta Hudig-;Frey, Margarete Hudig-;Hudig-Frey, Margareta;Hudig-Frey, Margarete;	VIAF ID: 60800151 (Beekelaar), ISNI: 000000003172714X (Beekelaar), VIAF ID: 44293717 (J.P. de Valk), ISNI: 0000000094740587 (J.P. de Valk), VIAF ID: 244007385 (J.H. Kluiver), ISNI: 0000000025262614 (J.H. Kluiver), VIAF ID: 5055449 (J.G. Kruisheer), ISNI: 0000000109504457 (J.G. Kruisheer), VIAF ID: 49347715 (O. Vries), ISNI: 0000000081278856 (O. Vries)	
Hugenholtz, F.W.N.	0000000083602496	000HugenholtzFWN	Hugenholtz, F.W.N.;Hugenholtz, Frederik W. N.;Hugenholtz, Frederik Willem Nicolaas;Hugenholtz, Frits	VIAF ID: 7459838 (M.C. 't Hart), ISNI: 000000010866976X (M.C. 't Hart)	
Huijbers, H.	0000000388341629	0000000388341629	Henricus Huijbers;Henricus Huijbers (Dutch historian);Henricus Huijbers (Nederlands historicus (1881-1929));Huijbers, H. F. M.;Huijbers, Henricus Franciscus Maria;Huybers, H.F.M.;Huybers, Henricus Franciscus Maria;	VIAF ID: 45606023 (Verhoeff), ISNI: 0000000025005917 (Verhoeff)	
Huizenga, E.	0000000116114182	0000000HuizengaE	Huizenga, E.;Huizenga, Erwin	VIAF ID: 2597334 (Margry), ISNI: 0000000022085480 (Margry); VIAF ID: 288405220 (Zeldenrust), ISNI: 0000000369030710 (Zeldenrust)	
Huizenga, H	0000000HuizengaH	0000000HuizengaH	Huizenga, H		Not found as author or contributer
Huizinga, J.	0000000HuizingaJ	0000000HuizingaJ	Huizinga, J.		Not found as author or contributer
Hullu, J. de	0000000065647033	00000000HulluJde	Hullu, J. de;De Hullu, J.;De Hullu, Johannes;Hullu, J. de;Hullu, J. de (Auteur.);Hullu, Johannes;Hullu, Johannes de;		
Huygens, C.	0000000108708781	00000000HuygensC	Huygens, C.;Chejgens, Konstantejn;Constanter;Constanter (Pseudonym);Constantijn Huygens;Constantijn Huygens (Dutch poet and composer);Constantijn Huygens heer van Zuilichen;Constantijn Huygens (Nederlands schrijver);Constantijn Huygens (nederländsk poet, författare och kompositör);Constantijn Huygens (nederlandsk poet, skribent og komponist);Constantijn Huygens (niederländischer Dichter);Constantijn Huygens (poeta, compositore e diplomatico olandese);Constantijn Huygens the Elder;Constantijn, the elder Huygens;Constantin Huygens;Hugenius, Constantin (der Ältere);Hugenius, Constantinus;Hugenius, Constantinus (der Ältere);Huigens, Constantijn;Huigens, H. C.;Huigens, H. Constantijn;Huigens, Konstantyn;Huighens, Constantijn;Huijgens, Constantijn;Huijgens, Constantijn (der Ältere);Hujgens, Constantin;Hujgens, Constantin (der Ältere);Huygens ab Zuylichem, Constantinus;Huygens, C.;Huygens (C.; 1596-1687);Huygens, Constantijn,;Huygens, Constantijn (der Ältere);Huygens, Constantijn, (Heer van Zuilichem,);Huygens, Constantijn (heer van Zuilichen);Huygens, Constantijn I;Huygens, Constantijn ((sen.));Huygens, Constantijn (sr.);Huygens, Constantijn (the elder; Dutch courtier, diplomat, and patron, 1596-1687);Huygens, Constantin,;Huygens, Constantin (der Ältere);Huygens, Constantin I;Huygens, Constantine;Huygens, Constantine I;Huygens, Constantinus (der Ältere);Huygens, Constantyn;Huygens, Constantyn (der Ältere);Huygens, Constantyn l'Ancien;Huygens, Konstantyn,;Huygens, Konstantyn (der Ältere);Huygens van Zuilichem, Constantijn;Huyghens, Constantijn;Hvgenivs, Constantinvs;Hvigens, Constantyn,;Hvigens, Constantyn (der Ältere);Hvygens, Constantin (der Ältere);Khëĭgens, Konstanteĭn,;Zuilichem, Constantijn Huygens van;Zuylichem, ..;Zuylichem, Constantinus H. ab;Zuylichem, Constantinus Huygens ab;Zuylichem, .. (Heer van)		
Huysman, E.C.M.	0000000385485141	0000000385485141	Huijsman, Ineke;Huysman, E. C. M.;Huysman, Elisabeth Christine Margaretha;Huysman, Ineke;		
Hüffer, M.	000000000HüfferM	000000000HüfferM	Hüffer, M.		
Hüllstrung, J.P.J.C.	wkdt:Q136521865	00HüllstrungJPJC	Hüllstrung, J.P.J.C.		
Jacob, H.K. s'	00000000JacobHKs	00000000JacobHKs	Jacob, H.K. s'		
Jacobs, A.E.	0000000033601719	0000000033601719	Jacobs, A. E.;Jacobs, Anne;Jacobs, Anne Evert;		
Janse, A.	0000000000JanseA	0000000000JanseA	Janse, A.		
Jansen, H.P.H.	0000000081659376	0000000081659376	Huub Jansen;Huub Jansen (Dutch historian);Huub Jansen (Nederlands historicus (1928-1985));Jansen, H. P. H.;Jansen, Hubertus Petrus Henricus;Jansen, Huub;		
Jansen, L.	000000000JansenL	000000000JansenL	Jansen, L.		
Janssens, P.G.	000000JanssensPG	000000JanssensPG	Janssens, P.G.		
Japikse, N.	0000000110216487	00000000JapikseN	Japikse, N.		
Jappe Alberts, W.	0000000120285507	0000000120285507	Alberts, W. Jappe;Alberts, Wiebe Jappe;Alberts, Wybe Jappe;Jappe Alberts, W.;Jappe Alberts, Wijbe;Jappe Alberts, Wybe;Jappe, Wybe;		
Jeannin, P.	00000000JeanninP	00000000JeanninP	Jeannin, P.		
Jelsma, A.J.	0000000081609344	0000000081609344	Auke J. Jelsma (niederlÃ¤ndischer Kirchenhistoriker.(1933-2014));Auke Jelsma (Dutch writer, church historian and theologian);Auke Jelsma (Nederlands schrijver (1933-2014));Jelsma, A. J.;Jelsma, Auke;Jelsma, Auke J.;Jelsma, Auke Jan;		
Jobse, F.	0000000393862736	0000000393862736	Jobse, Frans-Willem;		
Jobse, P.	0000000084126348	0000000084126348	Jobse, P.;Jobse, Pieter;		
Johannes, G.-J.	0000000034279311	0000000034279311	Johannes, G. -J.;Johannes, Gerrit J.;Johannes, Gerrit Jan,;Johannes, Gert-Jan;		
Jong, Chr.G.F. de	0000000034357949	0000000034357949	De Jong, Christiaan G. F.;De Jong, Christiaan George Frederik;Jong, Ch.G.F. de;Jong, Chr. G. F. de;Jong, Chris de;Jong, Christiaan G. F.;Jong, Christiaan G. F. de;Jong, Christiaan George Frederik;Jong, Christiaan George Frederik de;		
Jong, J. de	000000000JongJde	000000000JongJde	Jong, J. de		
Jong, M. de	000000000JongMde	000000000JongMde	Jong, M. de		
Jong, O.J. de	0000000081087355	0000000081087355	De Jong, O. J.;De Jong, Otto J.;De Jong, Otto Jan;Jong, O. J. de;Jong, Otto J. de;Jong, Otto Jan;Jong, Otto Jan de;Jong, Otto Jan de (Vollstaendiger Name);		
Jongbloet-van Houtte, G.	0000000061329812	0000000061329812	Houtte, Gisela Jongbloet-Van;Jongbloet-van Houtte, G.;Jongbloet-van Houtte, G.A.M.;Jongbloet-Van Houtte, Gisela;Van Houtte, Gisela Jongbloet-;		
Jongste, J.A.F. de	0000000034991763	0000000034991763	De Jongste, J. A. F.;De Jonste, J. A. F.;Jongste, J. A. F. de;Jongste, Jan A.F. de;Jongste, Jan Arie Frederik;Jongste, Jan Arie Frederik de;Jongste, Jan de;		
Jonker, E.	000000000JonkerE	000000000JonkerE	Jonker, E.		
Jonker, J.	000000000JonkerJ	000000000JonkerJ	Jonker, J.		
Kalmthout, T. van	0000000034642088	0000000034642088	Kalmthout, A. B. G. M. van;Kalmthout, A. van;Kalmthout, Antonius Bernardus Gerardus Maria;Kalmthout (Antonius Bernardus Gerardus Maria van);Kalmthout, T. van;Kalmthout (Ton van);van Kalmthout, A.B.G.M.;van Kalmthout, Antonius Bernardus Gerardus Maria;Van Kalmthout (Ton);Van Kalmthout, Ton van;		
Kappelhof, A.C.M.	0000000021575613	0000000021575613	Kappelhof, A. C. M.;Kappelhof, Antonius C.;Kappelhof, Antonius Cornelis Marie;Kappelhof, Ton;		
Kappers, B.	0000000392737554	0000000392737554	Kappers, Bauke;		
Kegel, P.	0000000000KegelP	0000000000KegelP	Kegel, P.		
Keij, C.E.	0000000062452927	0000000062452927	Keij, C. E.;		
Kempers, B.	00000000KempersB	00000000KempersB	Kempers, B.		
Kernkamp, G.W.	000000KernkampGW	000000KernkampGW	Kernkamp, G.W.		
Kersten, A.E.	0000000118844218	0000000118844218	Kersten, A.E.;Kersten, A.E. (historicus);Kersten, Albert;Kersten, Albert E.;Kersten, Albert Emmanuel;Kersten, Albert Emmanuel (historicus);		
Kessel, P. van	000000KesselPvan	000000KesselPvan	Kessel, P. van		
Kessel, P.J. van	00000KesselPJvan	00000KesselPJvan	Kessel, P.J. van		
Kessel-Schulte, E.M.R. van	0000000078201807	0000000078201807	Kessel, Elisabeth Maria Richarda van;Kessel, Elisja Schulte van;Kessel-Schulte, E.M.R. van;Schulte, Elisja;Schulte van Kessel, Elisabeth Maria Richarda;Schulte van Kessel, Elisabeth Maria Richarda (Auteur.);Schulte van Kessel, Elisja;Van Kessel, Elisabeth Maria Richarda Schulte;Van Kessel, Elisja Schulte;		
Kestemont, M.	000000KestemontM	000000KestemontM	Kestemont, M.		
Ketner, F.	000000000KetnerF	000000000KetnerF	Ketner, F.		
Kets, A.	00000000000KetsA	00000000000KetsA	Kets, A.		
Kets-Vree, A.	0000000066425221	0000000066425221	Kets, Annemarie;Kets-Vree, A.;Kets-Vree, Annemarie;Vree, A. K.-;Vree, A. Kets-;Vree, Annemarie;Vree, Annemarie Kets-;		
Kieft, C. van de	0000000110276041	0000000110276041	De Kieft, C. van;De Kieft, Co van;Kieft, C. van de;Kieft, Co;Kieft, Co van de;Kieft, van de Co;Van de Kieft, C.;Van de Kieft, Co;		
Kienhorst, H.	0000000107187793	0000000107187793	Kienhorst, H.;Kienhorst, Hans,;Kienhorst, J. G. M.;		
Kingma, V.	000000000KingmaV	000000000KingmaV	Kingma, V.		
Klaassen, W.J.M.	0000000083521768	0000000083521768	Klaassen, W. J. M.;Klaassen, Wil;Klaassen, Wilhelmus J. M.;Klaassen, Wilhelmus Johannes Maria;		
Klein, J.W.	000000000KleinJW	000000000KleinJW	Klein, J.W.		
Klein, P.W.	0000000109161669	0000000109161669	Klein, P. W.;Klein, Peter;Klein, Peter W.;Klein, Peter Wolfgang;Peter Klein (Dutch historian);Peter Klein (historicus);ÐÐ¸ÑÐµÑ ÐÐ»ÐµÐ¹Ð½;		
Klep, C.P.M.	000000007102596X	000000007102596X	Christ Klep;Christ Klep (Dutch historian);Christ Klep (Nederlands historicus);Klep, C. P. M.;Klep, Christ;Klep, Christ P. M.;		
Klep, P.M.M.	000000002237635X	000000002237635X	Klep, P. M.;Klep, P. M. M.;Klep, P.M.M. (sociaal-economisch historicus);Klep, Paul;Klep, Paul M.;Klep, Paul M. M.;Klep, Paul M.M. (sociaal-economisch historicus);		
Klijnsma, S.F.	000000KlijnsmaSF	000000KlijnsmaSF	Klijnsma, S.F.		
Klikspaan	0000000120253759	0000000120253759	Johannes Kneppelhout (Dutch writer);Johannes Kneppelhout (Nederlands schrijver);Johannes Kneppelhout (nederlÃ¤ndsk fÃ¶rfattare);Johannes Kneppelhout (nederlandsk skribent);Johannes Kneppelhout (niederlÃ¤ndischer Schriftsteller);Klikspaan;Klikspaan (pseudonym);Kneppelhout, J.;Kneppelhout, Jan;Kneppelhout, Johannes;Kneppelhout, Johannes (Wirklicher Name);ÐÐ½ÐµÐ¿Ð¿ÐµÐ»ÑÑÑÑ, ÐÐ¾Ð°Ð½Ð½;		
Klinkers, E.M.L.	0000000036109009	0000000036109009	Klinkers, E.M.L.;Klinkers, Elisabeth;Klinkers, Elisabeth Maria Leonie;Klinkers, Ellen,;		
Kluiver, J.H.	0000000025262614	0000000025262614	Kluiver, Hein;Kluiver, J. H.;Kluiver, Jan Hendrik;		
Klynsma, S.F.	0000000KlynsmaSF	0000000KlynsmaSF	Klynsma, S.F.		
Knaap, G.J.	0000000083434728	0000000083434728	Knaaop, G. J.;Knaap, G.;Knaap, G. J.;Knaap, Gerrit,;Knaap, Gerrit J.;Knaap, Gerrit-Jan;		
Knappert, L.	0000000KnappertL	0000000KnappertL	Knappert, L.		
Knetsch, F.R.J.	0000000078691324	0000000078691324	Knetsch, F. R. J.;Knetsch, Frederik;Knetsch, Frederik R.;Knetsch, Frederik R. J.;Knetsch, Frederik Reinier Jacob;		
Knotter, A.	00000000KnotterA	00000000KnotterA	Knotter, A.		
Knuttel, W.P.C.	000000KnuttelWPC	000000KnuttelWPC	Knuttel, W.P.C.		
Koch, A.C.F.	0000000035344373	0000000035344373	Anton Koch;Anton Koch (Dutch archivist);Anton Koch (Nederlands archivaris (1923-1990));Koch, A. C. F.;Koch, Anton C. F.;Koch, Anton Carl Frederik;		
Koenraad, L.M.	0000000050894664	0000000050894664	Koenraad, L. M.;Koenraad, Laurentius M.;Koenraad, Laurentius Maria;Koenraad, Rens;		
Koerhuis, B.	0000000398104029	0000000398104029	Koerhuis, B.;		
Kok, M.	0000000080930734	0000000080930734	Carasso-Kok, M.;Carasso-Kok, Marijke;Carasso, Marijke;Kok, M.;Kok, M. Carasso-;Kok, Marijke;Kok, Marijke Carasso-		
Kok, M. de	000000039049486X	000000039049486X	Kok, M. de		ISNI uncertain
Kok, P.Th.	000000035918701X	000000035918701X	Kok, P. Th;Kok, Paul Th;Kok, Paul Theodoor;		
Kokken, H.	000000000KokkenH	000000000KokkenH	Kokken, H.		
Kollewijn, A.M.	0000000396383431	0000000396383431	Kollewijn, A. M.;Kollewijn, A.M. (Nz);Kollewijn, Anthonie M.;Kollewijn, Anthonie Marius;Kollewijn, Anthonie Marius (Nz);Kollewijn N. zn, Anthonie Marius;		
Kooij, P.	0000000000KooijP	0000000000KooijP	Kooij, P.		
Kooijmans, K.	0000000385473976	0000000385473976	Kooijmans, K.;Kooijmans, Kees;		
Kooijmans, M.	0000000044648993	000000KooijmansM	Kooijmans, M.;Marc Kooijmans		
Kort, A.L.	0000000033882522	0000000033882522	Kort, A. L.;Kort, Albert;Kort, Albert L.;Kort, Albert Louis;		
Kort, J.C.	0000000020569916	0000000020569916	Kort, J. C.;Kort, Jacob;Kort, Jacob C.;Kort, Jacob Cornelis;		
Kossmann, K.H.	0000000394759474	0000000394759474	Kossmann, K.H.;		
Kraker, A. de	0000000KrakerAde	0000000KrakerAde	Kraker, A. de		
Kruisheer, J.G.	0000000109504457	0000000109504457	Kruisheer, J. G.;Kruisheer, Jaap;Kruisheer, Jaap G.;Kruisheer, Jaap Gerardus;Kruisheer, Jacob Gerard;Kruisheer, Jacobus G.;Kruisheer, Jacobus Gerardus;		
Kruizinga, P.	000000KruizingaP	000000KruizingaP	Kruizinga, P.		
Krämer, F.J.L.	000000007074679X	000000007074679X	Frederik Jan Louis KrÃ¤mer;Kraemer, F. J.;Kraemer, F. J. L.;KrÃ¤mer, F.J.L.;KrÃ¤mer, Frederik Jan Louis;		
Laan, C.E. van der	0000LaanCEvander	0000LaanCEvander	Laan, C.E. van der		
Lamberts, E.	0000000LambertsE	0000000LambertsE	Lamberts, E.		
Langbroek, E.	000000LangbroekE	000000LangbroekE	Langbroek, E.		
Langeveld-Kleijn, A.	0000000396152908	0000000396152908	Langeveld-Kleijn, A.;Langeveld-Kleijn, Annet;		
Lansink, A.	00000000LansinkA	00000000LansinkA	Lansink, A.		
Lauts, G.	0000000361235391	0000000361235391	Lauts, G.;Lauts, Gerard;Lauts, Gerhard;Lauts, Ulrich;Lauts, Ulrich Gerard;Lauts, Ulrich Gerhard;Ulrich Gerard Lauts (Dutch diplomat);Ulrich Gerard Lauts (Nederlands diplomaat (1787-1865));		
Le Bailly, M.-Ch.	0000000055224408	0000000055224408	Bailly, Maria-Charlotte le;Bailly, Marie Charlotte Le;Le Bailly, M.-Ch;Le Bailly, Maria Charlotte,;Le Bailly, Marie;Le Bailly, Marie-Charlotte;		
Lebeer, J.	000000000LebeerJ	000000000LebeerJ	Lebeer, J.		
Lee, A. van	000000000LeeAvan	000000000LeeAvan	Lee, A. van		
Leemans, I.B.	0000000LeemansIB	0000000LeemansIB	Leemans, I.B.		
Leerintveld, A.	000000005516058X	000000005516058X	Leerintveld, A. M. Th;Leerintveld, Ad;Leerintveld, Adrianus Martinus Theodorus;		
Leerintveld, A.M.T.	000000005516058X	000000005516058X	Leerintveld, A. M. Th;Leerintveld, Ad;Leerintveld, Adrianus Martinus Theodorus;		
Leeuwen, M.H.D. van	0000000121352409	0000000121352409	Leeuwen, M.H.D. van;Leeuwen, Marco H. D. van,;Leeuwen, Marco Henk Dammes;Leeuwen, Marco Henk Dammes van;Leeuwen, Marco van;Van Leeuwen, Marco;Van Leeuwen, Marco H. D.;VanLeeuwen, Marco H. D.;		
Leeuwen-Canneman, M. van	LeeuwenCannemanM	LeeuwenCannemanM	Leeuwen-Canneman, M. van		
Lenaerts, R.	0000000LenaertsR	0000000LenaertsR	Lenaerts, R.		
Lenders, M.	00000000LendersM	00000000LendersM	Lenders, M.		
Leopold, J.H.	0000000LeopoldJH	0000000LeopoldJH	Leopold, J.H.		
Lettinck, N.	0000000023728636	0000000023728636	Lettinck, N.;Lettinck, Nico;		
Leupe, P.A.	0000000081141948	000000000LeupePA	Leupe, P. A.;Leupe, Pieter Arend		
Leurs, S.	0000000000LeursS	0000000000LeursS	Leurs, S.		
Liesker, R.	0000000388550092	0000000388550092	Liesker, R.;		
Lindblad, J.Th.	0000000121432513	0000000121432513	Lindblad, J. T.;Lindblad, J. Th;Lindblad, J. Thomas;Lindblad, J. Thomas (economisch historicus);Lindblad, Jan T.;Lindblad, Jan Thomas;Lindblad, Jan Thomas (economisch historicus);Lindblad, Thomas;		
Linde, S. van der	0000000053417935	0000000053417935	Linde, S. van der;Linde, Simon;Linde, Simon van der;Van der Linde, S.;Van der Linde, Simon;		
Lintsen, H.W.	0000000083963443	0000000083963443	Harry Lintsen;Harry Lintsen (Dutch academic);Harry Lintsen (Nederlands historicus);Lintsen, H. W.;Lintsen, Harrie;Lintsen, Harry,;Lintsen, Harry W.;Lintsen, Hendricus Wilhelmus;		
Lissens, R.F.	0000000108917372	0000000108917372	Lissens, R. F.;Lissens, RenÃ© F.;Lissens, RenÃ© FÃ©lix;		
Lith-Droogleever Fortuijn, A.M. van	0000000043211300	0000000043211300	Droogleever Fortuijn, A. M. van Lith-;Fortuijn, A. M. van Lith-Droogleever;Lith-Droogleever Fortuijn, A. M. van;Lith-Droogleever Fortuijn, A. van;Van Lith-Droogleever Fortuijn, A. M.;		
Littel, N.	000000000LittelN	000000000LittelN	Littel, N.		
Loos, I. de	000000000LoosIde	000000000LoosIde	Loos, I. de		
Loveling, V.	0000000LovelingV	0000000LovelingV	Loveling, V.		
Lucassen, L.	0000000LucassenL	0000000LucassenL	Lucassen, L.		
Luijten, H.	00000000LuijtenH	00000000LuijtenH	Luijten, H.		
Luijten, J.	00000000LuijtenJ	00000000LuijtenJ	Luijten, J.		
Lunsingh Scheurleer, Th.H.	0000000121487004	0000000121487004	Lunsingh Scheurleer, Th. H.;Lunsingh Scheurleer, Theodoor Herman;Lunsingh Scheurleer, Theodoor Herman (Dutch art historian, 1911-2002);Lunsingh Scheurleer, Theodor Herman;Scheurleer, Th. H. Lunsingh;Scheurleer, Theodoor Herman Lunsingh;Scheurleer, Theodor Herman Lunsingh;Theodoor Herman Lunsingh Scheurleer;		
Maarseveen, J.G.S.J. van	0000000071443790	0000000071443790	Maarseveen, J. G. S. J. van;Maarseveen, Jacobus G.;Maarseveen, Jacobus Gerardus Stephanus Jozef;Maarseveen, Jacobus Gerardus Stephanus Jozef van;Maarseveen, Jacques G.S.J.;Maarseveen, Jacques G. S. J. van;Maarseveen, Jacques van;Van Maarseveen, J. G. S. J.;Van Maarseveen, Jacobus Gerardus Stephanus Jozef;Van Maarseveen, Jacques;Van Maarseveen, Jacques G.S.J.;		
Man, J. de	0000000120282373	0000000120282373	Man, Jacqueline de;Man, Jacqueline de (Jacoba Jozefina Maria);Man, Jacqueline de;de man, Jacqueline		
Manger Jr., J.B.	000000MangerJrJB	000000MangerJrJB	Manger Jr., J.B.		
Manning, A.F.	0000000067158313	0000000067158313	Manning, A. F.;Manning, Ad;Manning, Adrianus Franciscus;Manning, Adrianus Franciscus Mathilde Florentine;		
Margry, P.J.	0000000022085480	0000000022085480	Margry, P. J.;Margry, Peter J.;Margry, Peter Jan,;Peter Jan Margry;Peter Jan Margry (Nederlands historicus);		
Marnef, G.	000000000MarnefG	000000000MarnefG	Marnef, G.		
Marsilje, J.W.	0000000083912136	0000000083912136	Marsilje, J. W.;Marsilje, Jannis Willem;		
Maton, J.	0000000000MatonJ	0000000000MatonJ	Maton, J.		
Meer, T.L. ter	0000000MeerTLter	0000000MeerTLter	Meer, T.L.  ter		
Meere, J.M.M. de	0000000079874296	0000000079874296	De Meere, J. M. M.;De Meere, Jan;De Meere, Jan M. M.;Meere, J. M. M. de;Meere, Jan de;Meere, Jan M.M.;Meere, Jan M. M. de;		
Meijer, A.C.	00000000MeijerAC	00000000MeijerAC	Meijer, A.C.		
Mertens, Th.	0000000MertensTh	0000000MertensTh	Mertens, Th.		
Meulenbroek, B.L.	0000000109050555	0000000109050555	Meulenbroek, B. L.;Meulenbroek, Bernard L.;Meulenbroek, Bernard Lambert;Meulenbroek, Bernardus Lambertus;		
Middlebush, F.A.	0000000042197500	0000MiddlebushFA	Middlebush, F.A.Frederick Middlebush;Frederick Middlebush (American academic administrator);Middlebush, Frederick Arnold		
